Name,ratings,Number of ratings,catagory,address,open 24 hrs,link,comments
Health Care Hospital,3.2,13,Hospital,11/1 Rankin St,No,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Good price and patient care compare to other hospitals"""
Alpha Hospital LTD.,4.3,3,Hospital,17 D.C RAY Rd,,,
Khalekunnessa General Hospital,4.2,48,Private hospital,61 Becharam Dewri,Yes,,
Medi Hope General Hospital,3.9,29,Hospital,PF79+2W3,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""General hospital in konapara demra"""
Asgar Ali Hospital Parking Area,,,Hospital,PC5F+C4G,,,
diabetics hospital,4.1,8,Hospital,"PC79+XGJ, Tipu Sultan Rd.",,,
United Hospital Limited,4,"1,508",Private hospital,Plot 15 Rd No 71,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Over all this hospital is one of the renowned hospital of Bangladesh."""
Central Hospital Limited,4,606,General hospital,"House # 2 সড়ক নং ৫, Green Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""10 storied hospital with one basement."""
"AIMS Hospital Ltd, Merul Badda",3.8,26,Hospital,"House No. 4, Pragoti Sarani Rd No 11",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""It's budget friendly hospital so you can not expect like 5 Star service."""
Dr. Muttalib Community Hospital And Park Laboratory,4.5,34,Hospital,22 Bijoy Nagar Road,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""I always recommend this hospital, especially if the case is baby delivery."""
Dhaka Mahanagar Shishu Hospital,3.7,43,Hospital,4/1 Gour Sundor Roy Lane,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""hospital available for children at Puran Dhaka."""
ল্যাবএইড লিমিটেড (ডায়াগনস্টিক),3.5,2,Hospital,30 Doyagonj New Rd,,,
"Oncology Department, CPH",,,Hospital,PCP8+CJP,,,
"Clinical Medical Physicist Forum, Bangladesh",,,Hospital,01782-519771,,,
Universal Medical College Hospital Ltd.,3.8,313,University hospital,"74G/75, Pea-cock Square, New Airport Road",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Universal Medical College and Hospital."""
Dhaka Medical College Hospital,4.3,"1,929",Government hospital,Secretariat Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""People all over the country come to the hospital for treatment."""
Dhaka Community Medical College and Hospital,4.2,251,Hospital,"190/1 Baro Moghbazar, Wireless Railgate Bara Moghbazar",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The Hospital is for the general peoples."""
BIHS General Hospital,4.1,315,Hospital,"125, 1 Darus Salam Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""clean hospital ... well managed hospital"""
Kurmitola General Hospital,4.4,"1,249",Government hospital,Tongi Diversion Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""A well accommodate building.Over all it is a good Hospital."""
Royal Care & Surgical Hospital,3.5,2,Hospital,"P9FX+CV5, Hussaini Dalan Rd",Yes,,
Dhaka Healthcare Hospital,4.7,3,Hospital,"Muktijodha Tower 1, Gohnobi Road",,,
BUET Medical Center,4.4,192,Medical Center,"BUET Campus Health Complex, Fuller Road",No,,
Wari Golden Hospital & Diagnostic Center,4,3,Hospital,06 Wyer St,,,
Hospital,,,Hospital,"Suite- DI, House No: 17/1, Shaptak Mahbuba Grandeur, Road No: 6, Dhanmondi R/A, Dhaka, ঢাকা",,,
Arimo General Hospital,4,6,General hospital,"Plot A/8, Demra Road, Basherpul",Yes,,
MEDILIFE SPECIALIZED HOSPITAL LTD,3.4,11,Hospital,"4, Mitford Tower, 5 Mitford Rd",Yes,,
Moyej Uddin Red Cresent Matrisadan Hospital,4,7,Hospital,PC47+9QJ,,,
Health and Hope Hospital,3.9,205,Hospital,"152/2/G Green Road, Panthapath",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""I wish every man get a good hospitality theit."""
Matribhumi Heart Care,5,8,Heart hospital,"6th Floor, Rupayan Taj, 1, 1/1, 1000 Culvert Road",No,,
Nazirabazar Matrisadan,3.9,15,Hospital,PC95+623,Yes,,
"CCU, Dhaka Medical College Hospital",5,1,Hospital,"P9FX+X4W, Nazimuddin Rd",,,
Medi Health Central Hospital & Digital Diagnostic Center,3.8,11,Hospital,"PF9F+3Q9 Basherpul Bus Stand, Dhaka - Demra Hwy",No,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Hospital environment excellent."""
Al-Baraka Model Hospital,3.8,39,Hospital,P92W+WVG,Yes,,
Evergreen Hospital,,,Hospital,"Rayerbag Bus Stand, Kadamtali",Yes,,
Ekuria General Hospital,3.7,7,Hospital,Dhaka - Mawa Hwy,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Best of service this hospital."""
Chankharpul CDIC,3.7,3,Hospital,P9FW+Q8J,,,
"Health and Hope Hospital, Unit - 2",3.8,4,Hospital,"56/8, West, Panthapath",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Hospital location is very good but no parking arrangement."""
Deshbangla Hospital & Diagnostic Center Limited.,4.2,50,Hospital,26 Shonir Akhra - Dania Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Literally the best hospital in shanir akhra"""
Fair Health Medical Center,4,6,Private hospital,"P9CX+XWQ, Nazimuddin Rd",No,,
Supreme Medical Services Limited,3,27,Medical Center,38 Shahid Faroque Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Their hospitality was."""
Dr.Mahbub General Hospital,,,Hospital,"74,Rany Plaza,Konapara Main Road(Near Farmer More),Matuail,Jatrabari,Dhaka-1362 Near Farmer More),Matuail, Jatrabari",Yes,,
Combined Military Hospital (CMH),4.5,831,Military hospital,"R97X+QHJ, C.M.H In Road",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The hospital is well equipped."""
The Labaid Hospital,5,2,Hospital,"PC8H+52P, MollaTowar, Soy Tala Bus stand, Jamghora, Ashulia",Yes,,
BIRDEM General Hospital 2 (Child and Mother),4.1,326,Maternity hospital,1/A Segun Bagicha Rd,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The hospital has SCABU and NICU for children."""
Bangladesh eye care hospital,,,Hospital,PCP7+M24,,,
Evercare Hospital Dhaka,4,"2,073",Hospital,"Plot 81, Block-E, Bashundhara Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The hospital has lots of experienced own doctors."""
Cancr Hospital,5,1,Hospital,14 Purana Paltan,,,
Ad-Din Medical College Hospital,4,713,Private hospital,"2 Bara Maghbazar, Outer Circular Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""A well organised hospital in cheap price."""
Khidmah Hospital Pvt. Ltd.,3.9,404,Private hospital,"C-287/2-3, Bisswa Road",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""This hospital has all kinds of medical facilities."""
নগর স্বাস্থ্য কেন্দ্র-২ (আজিমপুর),3,1,Maternity hospital,18 Pilkhana Rd,No,,
Nibedita Shishu Hospital Limited,4.1,68,Children's hospital,"11, 1 Hare St",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""The hospital is working to ensure medical care for children."""
Specialized Medical Care (SMC) Hospital,4.3,26,Hospital,"Home Tower, South Matuail, College Rd",Yes,,
Dhaka National Medical Institute Hospital,3.9,57,Hospital,"53, 1 Johnson Rd",Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Very neat & clean hospital with beautiful garden"""
Bangabandhu Sheikh Mujib Medical University Hospital,4.4,"1,839",Government hospital,·,Yes,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Huge buildings all around the hospital with proper security system."""
Chowdhury General Hospital,4,4,Hospital,73 Nazimuddin Rd,Yes,,
Hospital,,,Hospital,01674-179400,,,
Dhaka Health Care Hospital,3.4,11,Hospital,Q999+CG7,,,
Aleya Islam General Hospital & Pathology,3.7,3,Hospital,"P98C+VR4, Kholif Ghat Main Road",,,
Doctors Lab & Hospital,4.2,6,Hospital,Dhaka - Demra Hwy,Yes,,
Noble Care Hospital & Diagnostic Ltd.,4.5,30,Hospital,"246, 246 W Agargaon",No,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
The ENT and Head Neck Cancer Hospital and Institute,4.4,138,Hospital,"Plot No.-F, 12 W Agargaon",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Monira General Hospital NICU PICU,4.1,14,Hospital,105/F W Agargaon,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Probin Hospital,4.3,73,Veterans hospital,"Q9HG+6HP, Sayed Mahbub Morshed Rd",No,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Lions Eye Institute & Hospital,4.3,286,Hospital,"Lions Bhaban, Begum Rokeya, Prof. Abdullah Sarani",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
National Institute of Neuro Sciences & Hospital,4.4,"1,069",Government hospital,·,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
National Institute of Opthalmology & Hospital,4.1,555,Specialized hospital,"Opposite National Traumatology Institute, Syed Mahbub, Sayed Mahbub Morshed Rd",No,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
250 Beded E-TB and chestdiseases Hospital and one stop TB service centre,4.4,104,Government hospital,Shyamoli,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
National Institute of Laboratory Medicine and Referral Center,4.3,28,Hospital,,No,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Sebika General Hospital,3.4,7,Hospital,"Q9F8+442, Pisciculture Housing Society",Yes,,
ন্যাশনাল ইনস্টিটিউট অব ল্যাবরেটরি মেডিসিন এন্ড রেফারেল সেন্টার,4,102,Laboratory,F/17-A,No,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Bangladesh Specialized Hospital,3.3,888,Private hospital,21 Mirpur Rd,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Royal Multispeciality Hospital,3.8,30,Hospital,"20, 3 Babar Rd",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
বাংলাদেশ শিশু হাসপাতাল ও ইন্সটিটিউট,4,191,Children's hospital,·,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Medi Fair General Hospital,5,1,Hospital,"21/14, johori mohollah Babar Rd",,,
Mary Orthopedic General Hospital and Diagnosis Center,3.5,2,Hospital,Q9H9+7VP,No,,
Nurjahan orthopedics and General Hospital,3.6,7,Hospital,"Rupayan Shelford, 23/6, Mirpur Rd",,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
National Institute of Mental Health and Hospital,4.3,240,Government hospital,Q9C9+X74,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
National Health Care General Hospital,4.2,6,Hospital,"22, 14 B Khilji Rd",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Sheba General Hospital & Diagnostic Center,3.7,6,Private hospital,"Q9F8+2J8, Khilji Rd",No,,
National Institute of Traumatology and Orthopaedic Rehabilitation (NITOR),4.3,632,Specialized hospital,Sayed Mahbub Morshed Rd,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Shebika General Hospital & Diagnostic Center,2,4,Hospital,68/K Sonargaon Bhaban,,,
Dhaka Sishu Hospital,4.3,3,Hospital,Q9F9+6FM,,,
"Dhaka Shisu Hospital, Dhaka.",3.3,3,Hospital,Q9F9+4MV,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Crescent Hospital Limited,3.7,27,Hospital,22/2 Mirpur Rd,Yes,,
Shefa Hospital & Diagnostic Center,4.3,13,Private hospital,"Q9F7+GWX, Khilji Rd",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Famous General Hospital,3,3,Hospital,·,No,,
Dhaka Trauma Center And Specialised Orthopedic Hospital,3.6,15,Hospital,"23/6, 3rd Floor, Rupayan Shelford, Mirpur Road",No,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Popular ct&mri department,5,1,Hospital,"A.N.M.Nuruzzaman sorak shyamoli, Opposite to kidney hospital shyamoli",Yes,,
Shaheed Suhrawardy Medical College and Hospital,4.2,"1,476",Government hospital,,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
BIHS General Hospital,4.1,315,Hospital,"125, 1 Darus Salam Rd",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Directotate Of Nursing Services And Institute,5,1,Hospital,Q99F+W3J,,,
CKD & Urology Hospital ( ICU & NEPHROLOGY UNIT),3.9,11,Hospital,29 Road No. 3,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Prime Hospital,4,3,Hospital,"Muktijuddha Tower, College Gate",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
"Medicine Admission Room, SshmcH",,,Hospital,"Q99C+P9Q, Unnamed Road",Yes,,
National Institute of Kidney Diseases & Urology,4.3,347,Government hospital,·,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
CARe Medical College & Hospital,3.5,224,Hospital,"1/5, Block-B, Mohammadpur Housing Estate, College Gate, Mirpur Rd",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
নূরজাহান অর্থোপেডিক এণ্ড জেনারেল হাসপাতাল।,,,Hospital,"Rupayan Shelford, Plot No # 23/6,4th floor Block #B, Mirpur Rd",,,
Al Helal Specialized Hospital Dhaka,3.5,238,Hospital,"150, Begum Rokeya Sarani, Mirpur-10",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Trauma Center & AO Orthopaedic Hospital (Pvt.) Ltd.,3.9,159,Specialized hospital,"22, 8/A Mirpur Rd",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
amiodoctor,,,Private hospital,"2, 1 Ring Rd",,,
Dhaka Health Care Hospital,,,Hospital,"Muktijoddha Tower-1(4th Floor), College Gate",,,
OGSB Maternity Hospital,4.1,75,Hospital,Zoo Road,No,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
DSK Hospital,3.8,27,Hospital,"Q9F6+8PF, Ring Rd",,,
Remedy Care Hospital Limited,3.5,4,Hospital,Muktijuddha Tower,No,,
"Ibn Sina medical college, Dhaka",4.4,772,Hospital,·,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Bangladesh Spain and orthopedic Hospital Ltd,5,3,Hospital,"Q9H6+754, Mirpur Rd",,,
Hitech Multicare Hospital ltd,3.8,301,Private hospital,164 E Kafrul Rd,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Dhaka Health Care Hospital,3.4,11,Hospital,Q999+CG7,,,
National Institute of Cardiovascular Diseases,4.2,498,Specialized hospital,,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Life Aid Specialized Hospital Pvt. Ltd.,3.7,42,Private hospital,Begam Rokeya Sarani Avenue,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
F.A. Memorial Hospital,4.8,13,Hospital,"41/3, B Block Rd No. 1",Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Ideal Eye Care Hospital,2.6,9,Hospital,Johori Mohollah Ring Rd Dhaka 1207 Ring Rd,Yes,,
Obstetrical & Gynaecological Society of Bangladesh Hospital,4.3,59,Hospital,R95J+7RR,Yes,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
MonNiramoy Psychiatric Drug Mental Hospital,,,Hospital,"12, South, Mirpur Rd",,,
New Welcare Hospital,3.8,6,Hospital,"19/1, Block-B, Babor Road, Mohammadpur",No,⋅ Closes 10 PM,
Bangladesh Spine & Orthopaedic Hospital -BSOH,4,101,General hospital,10 Mirpur Rd,,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
রিক্যাপ বাংলাদেশ,4.1,9,Medical Center,"849/3 (Arabian Tower), Begum Rokeya, Avenie Shameem Sharani",No,,https://ssl.gstatic.com/local/servicebusiness/default_user.png
Bangladesh Trauma Specialized Hospital,4.5,2,Hospital,Q999+V29,No,⋅ Opens 8 AM Wed,
Rojob House,,,Private hospital,"Keari Zannat, House # 713 Rd No. 10",,,
